ID,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
372,0,0,56,91,73.5, PA,1,36,0,0,0,0,1
373,0,0,68,114,91, FL,1,36,1,0,0,0,1
374,0,1,150,160,155, DC,0,-1,0,0,0,1,1
375,0,0,101,158,129.5, MA,0,169,1,0,1,1,1
376,0,0,125,210,167.5, NY,1,171,0,0,0,1,1
377,0,0,43,77,60, WI,1,150,0,0,0,1,1
378,0,0,139,221,180, CA,1,11,1,0,0,0,1
379,0,0,44,86,65, NY,1,18,0,0,0,0,1
380,0,0,78,147,112.5, NC,0,30,1,0,1,1,0
381,0,0,65,110,87.5, NY,1,10,1,0,0,0,1
382,0,0,37,66,51.5, IN,0,108,1,0,0,0,1
383,0,0,38,64,51, CA,0,48,0,0,0,0,1
384,0,0,43,82,62.5, MA,0,164,1,0,0,0,1
385,0,0,90,110,100, AZ,0,39,0,0,0,0,0
386,0,0,61,109,85, VA,0,16,1,0,1,1,0
387,0,0,93,151,122, FL,1,8,1,0,0,1,0
388,0,0,52,81,66.5, IL,0,25,1,0,0,0,0
389,0,0,40,101,70.5, MO,1,18,0,0,1,0,1
390,0,0,97,180,138.5, TX,1,10,1,0,1,0,0
391,0,0,81,134,107.5, MA,0,77,0,0,1,0,1
392,0,0,84,157,120.5, MA,1,12,0,0,0,0,0
393,0,0,49,113,81, MD,1,59,0,0,0,0,0
394,0,0,68,139,103.5, KY,0,145,0,0,0,0,0
395,0,0,75,140,107.5, IL,1,15,0,0,0,0,0
396,0,0,121,203,162, CA,0,13,1,0,1,1,1
397,0,0,52,85,68.5, CA,1,51,1,0,1,0,1
398,0,0,81,140,110.5, OH,0,42,0,0,0,0,1
399,0,0,63,99,81, IL,0,95,0,0,0,0,0
400,0,0,110,150,130, IL,1,27,1,0,1,0,1
401,0,0,83,148,115.5, IA,1,-1,1,0,0,0,1
402,0,0,60,101,80.5, WA,1,55,0,0,0,0,0
403,0,0,31,55,43, IA,1,28,0,0,0,0,1
404,0,0,102,178,140, MA,1,17,0,0,0,0,1
405,0,1,110,130,120, MA,0,-1,0,0,0,0,0
406,0,0,48,85,66.5, PA,1,37,0,0,0,0,1
407,0,0,66,123,94.5, CA,0,14,1,0,0,1,0
408,0,0,92,146,119, WA,0,55,0,0,0,0,0
409,1,0,21,29,25, NE,0,24,0,0,0,0,0
410,1,0,10,17,13.5, TN,0,20,0,0,0,0,1
411,0,0,150,239,194.5, IL,0,108,1,0,0,0,0
412,0,0,52,91,71.5, TX,1,73,1,0,0,1,1
413,0,0,82,129,105.5, TX,1,-1,1,0,0,1,0
414,0,0,47,101,74, NC,1,145,0,0,0,0,1
415,0,0,49,76,62.5, AL,0,98,0,0,0,0,1
416,0,0,43,88,65.5, NC,0,62,0,0,0,0,0
417,0,0,124,199,161.5, NJ,1,31,1,0,0,1,1
418,0,0,52,93,72.5, PA,1,17,0,0,0,0,1
419,0,0,97,181,139, CA,1,12,1,0,0,1,1
420,0,0,100,173,136.5, CA,1,13,0,0,0,0,0
421,0,0,53,96,74.5, NY,1,18,1,0,1,0,0
422,0,0,65,96,80.5, NC,1,145,0,0,0,0,1
423,0,0,56,95,75.5, NM,0,150,1,0,0,0,1
424,0,0,111,176,143.5, MO,1,4,1,0,1,0,0
425,0,0,75,127,101, VA,0,6,1,0,0,0,0
426,0,0,65,119,92, MA,1,169,1,0,1,0,1
427,0,0,56,97,76.5, WA,1,55,1,0,0,0,0
428,0,0,108,173,140.5, UT,1,7,1,0,0,1,0
429,0,0,94,139,116.5, NJ,0,208,0,0,0,0,1
430,0,0,176,289,232.5, CA,0,21,1,0,0,0,0
431,0,0,92,149,120.5, CA,1,4,1,0,0,0,0
432,0,0,63,101,82, VA,0,51,1,0,0,0,0
433,0,0,54,115,84.5, NY,1,6,0,0,0,0,0
434,0,0,118,188,153, CA,0,13,1,0,1,1,0
435,0,0,108,146,127, CA,1,12,1,0,1,0,0
436,0,0,65,106,85.5, CA,1,10,1,0,1,0,1
437,0,0,55,98,76.5, NY,1,44,1,0,0,0,1
438,0,0,94,162,128, NY,0,28,1,0,1,0,0
439,0,0,63,120,91.5, PA,0,-1,1,0,1,1,1
440,0,0,90,179,134.5, MA,1,7,0,0,0,0,0
441,0,0,127,202,164.5, CA,1,12,0,0,0,0,0
442,0,0,60,127,93.5, MD,1,18,0,0,0,0,1
443,0,0,31,57,44, FL,1,29,0,0,0,0,0
444,0,0,105,194,149.5, TX,0,10,0,0,1,1,0
445,0,0,45,86,65.5, DC,1,13,0,0,1,1,1
446,0,0,75,143,109, VA,0,5,1,0,1,0,0
447,0,0,126,228,177, CA,1,32,1,0,1,1,0
448,0,0,80,134,107, VA,0,10,1,0,1,0,1
449,0,0,120,189,154.5, CA,1,8,1,0,1,0,1
450,0,0,85,142,113.5, CA,0,-1,1,0,1,0,0
451,0,0,95,154,124.5, NC,1,3,1,0,1,0,1
452,0,0,111,176,143.5, CA,1,-1,1,0,0,0,1
453,0,0,87,140,113.5, CA,0,-1,1,0,0,0,0
454,0,0,76,127,101.5, VA,0,51,1,0,0,1,0
455,0,0,54,92,73, NY,0,85,0,0,0,1,1
456,0,0,61,100,80.5, NY,0,4,1,0,0,1,0
457,0,0,81,140,110.5, NY,0,-1,1,0,0,0,0
458,0,0,80,148,114, CA,0,22,1,0,1,0,0
459,0,0,108,171,139.5, CA,0,-1,1,0,0,0,0
460,0,0,112,179,145.5, NY,0,9,1,0,0,0,1
461,0,0,63,111,87, NY,1,13,0,0,0,0,1
462,0,0,75,126,100.5, MA,1,135,0,0,0,0,1
463,0,0,110,184,147, NY,0,53,1,0,1,0,1
464,0,0,76,145,110.5, NY,1,106,1,0,0,0,1
465,0,0,36,62,49, PA,1,83,1,0,0,0,0
466,0,0,70,118,94, MA,0,-1,1,0,1,1,0
467,0,0,94,153,123.5, NY,1,21,1,0,0,1,0
468,0,0,54,115,84.5, NY,1,6,0,0,0,0,0
469,0,0,50,92,71, VA,1,31,0,0,0,0,1
470,0,0,49,97,73, OR,0,81,0,0,0,0,0
471,0,0,67,135,101, MA,0,169,0,0,0,0,0
472,0,0,138,224,181, CA,1,13,1,0,1,0,0
473,0,0,80,139,109.5, CA,0,81,0,0,0,0,1
474,0,0,158,211,184.5, WA,0,62,1,0,0,0,1
475,0,0,150,180,165, NY,1,6,1,0,0,0,0
476,0,0,42,80,61, IL,1,92,1,0,1,0,0
477,0,0,190,220,205, CA,1,10,1,0,1,1,0
478,0,0,42,77,59.5, NY,1,14,1,0,0,0,1
479,0,0,68,139,103.5, KY,0,145,0,0,0,0,0
480,0,0,54,71,62.5, CT,0,39,0,0,0,0,1
481,0,0,34,92,63, MA,1,169,0,0,0,0,1
482,0,0,47,85,66, NY,1,40,0,0,0,0,1
483,0,0,65,124,94.5, CA,1,7,1,0,1,1,1
484,0,0,56,95,75.5, NY,1,8,1,0,0,1,0
485,0,0,62,112,87, VA,0,66,1,0,0,0,0
486,0,0,107,173,140, MD,0,107,1,0,0,0,1
487,0,0,64,108,86, MD,0,14,1,0,0,0,1
488,0,0,89,144,116.5, CA,1,8,1,0,0,0,0
489,0,0,109,200,154.5, MA,1,10,1,0,0,0,1
490,0,0,61,113,87, KS,0,47,1,0,0,0,1
491,0,0,35,62,48.5, CA,1,34,0,0,0,0,1
492,0,0,55,105,80, TX,0,18,1,0,1,0,1
493,1,0,18,25,21.5, TX,0,43,0,0,0,1,0
494,0,0,39,66,52.5, IL,0,-1,0,0,0,0,0
495,0,0,135,211,173, CA,0,81,1,0,0,0,0
496,0,0,57,80,68.5, AZ,0,23,1,0,1,0,0
497,0,0,129,215,172, NY,1,19,0,0,0,0,0
498,0,0,86,143,114.5, MA,1,108,1,0,0,0,0
499,0,0,63,127,95, MD,0,107,0,0,0,0,0
500,0,0,50,89,69.5, MA,1,62,1,0,0,0,1
501,0,0,43,86,64.5, NY,1,17,1,0,0,1,1
502,0,0,74,149,111.5, CA,1,-1,0,0,0,0,1
503,0,0,71,124,97.5, NY,1,13,1,0,0,0,1
504,0,0,113,196,154.5, MA,0,239,0,0,1,1,1
505,0,0,81,167,124, PA,1,36,0,0,0,0,0
506,0,0,69,121,95, NY,0,9,1,0,1,1,0
507,0,0,97,160,128.5, IL,1,12,1,0,0,1,1
508,0,0,150,238,194, CA,1,14,0,0,0,1,1
509,0,0,77,132,104.5, NY,1,15,1,0,1,1,1
510,1,0,24,39,31.5, CO,1,54,0,0,0,0,0
511,0,0,59,112,85.5, NC,0,12,1,0,0,0,1
512,0,0,35,65,50, UT,1,-1,0,0,0,1,1
513,0,0,79,147,113, CA,0,23,1,0,1,1,1
514,0,0,62,119,90.5, MA,0,190,0,0,0,1,0
515,0,0,119,187,153, CA,1,12,1,0,1,0,1
516,0,0,90,157,123.5, CA,1,32,0,0,0,0,1
517,0,0,32,62,47, NY,1,10,0,0,1,0,0
518,0,0,42,86,64, CA,1,24,0,0,0,0,0
519,0,0,116,208,162, CA,1,38,1,0,0,0,1
520,0,0,102,172,137, NY,0,107,1,0,0,0,0
521,0,0,69,127,98, TN,1,62,1,0,0,0,0
522,0,0,86,144,115, NY,0,157,1,0,0,0,1
523,0,0,102,165,133.5, CO,0,150,1,0,0,0,1
524,0,0,74,124,99, CO,1,105,1,0,0,1,0
525,0,0,40,68,54, WI,1,56,0,0,0,0,0
526,0,0,76,142,109, TN,0,16,0,0,0,1,1
527,0,0,76,142,109, MD,0,21,0,0,0,1,0
528,0,0,108,171,139.5, MA,1,36,1,0,0,0,0
529,0,0,202,306,254, IL,0,108,1,0,0,0,0
530,0,0,91,159,125, NY,1,45,1,0,0,1,1
531,0,0,80,133,106.5, MA,0,24,1,0,0,0,0
532,0,0,49,97,73, CA,0,8,0,0,0,0,0
533,0,0,49,113,81, MD,1,59,0,0,0,0,1
534,1,0,21,34,27.5, DE,0,85,0,0,0,0,0
535,0,0,65,134,99.5, NC,1,145,0,0,0,0,1
536,0,0,32,59,45.5, OH,1,31,0,0,0,0,0
537,0,0,39,69,54, MA,1,168,0,0,0,0,0
538,0,0,87,158,122.5, IN,1,24,1,0,1,1,0
539,0,0,27,48,37.5, FL,1,43,0,0,0,0,1
540,0,0,36,71,53.5, NY,1,18,1,0,0,0,1
541,0,0,107,173,140, IL,1,52,1,0,0,0,1
542,0,0,56,99,77.5, VA,0,62,0,0,0,0,0
543,1,1,25,28,26.5, MA,1,44,0,0,0,0,1
544,0,0,80,155,117.5, NC,1,145,0,0,0,0,1
545,0,0,43,98,70.5, CA,1,14,0,0,0,0,0
546,0,0,44,96,70, NY,0,5,0,0,0,0,1
547,0,0,45,78,61.5, CA,1,9,0,0,0,0,1
548,0,0,50,110,80, GA,0,5,0,0,0,0,1
549,0,0,60,99,79.5, GA,1,17,1,0,0,0,1
550,0,0,130,206,168, CA,1,6,1,0,0,0,1
551,0,0,61,119,90, MA,1,32,0,0,1,0,1
552,0,1,100,140,120, MA,0,-1,0,0,0,0,1
553,0,0,99,178,138.5, CA,1,12,1,0,0,0,0
554,0,0,86,137,111.5, PA,0,3,0,0,0,0,0
555,0,0,37,100,68.5, MA,0,169,0,0,0,0,1
556,0,0,58,111,84.5, MA,0,190,0,0,0,1,0
557,0,0,72,133,102.5, TN,0,14,1,0,1,1,0
558,0,0,56,91,73.5, PA,1,36,0,0,0,0,1
559,0,0,61,126,93.5, OH,0,53,1,0,0,0,0
560,0,0,95,160,127.5, PA,0,-1,0,0,0,0,1
561,0,0,53,91,72, UT,1,-1,0,0,0,0,0
562,0,0,101,158,129.5, MA,0,169,1,0,1,1,1
563,0,0,33,61,47, UT,1,43,1,0,0,0,1
564,0,0,44,86,65, AL,1,6,1,0,1,1,1
565,0,0,43,77,60, WI,1,150,0,0,0,1,1
566,0,0,125,210,167.5, NY,1,171,0,0,0,1,1
567,0,0,44,86,65, NY,1,18,0,0,0,0,1
568,0,0,69,119,94, VA,0,8,1,0,0,0,0
569,0,0,65,110,87.5, NY,1,10,1,0,0,0,1
570,0,0,67,127,97, VA,0,8,1,0,1,1,0
571,0,0,78,147,112.5, NC,0,30,1,0,1,1,0
572,0,0,66,117,91.5, MA,0,169,0,0,1,1,1
573,0,0,37,66,51.5, IN,0,108,1,0,0,0,1
574,0,0,86,143,114.5, MA,0,24,0,0,0,0,0
575,0,0,84,146,115, NY,1,9,1,0,1,1,0
576,0,0,50,98,74, PA,0,-1,1,0,0,1,0
577,0,0,38,64,51, CA,0,48,0,0,0,0,1
578,0,0,90,110,100, AZ,0,39,0,0,0,0,0
579,0,0,92,150,121, MA,0,24,0,0,0,0,0
580,0,0,90,153,121.5, CA,1,14,0,0,0,0,0
581,0,0,43,82,62.5, MA,0,164,1,0,0,0,1
582,0,1,100,135,117.5, MA,0,-1,0,0,0,0,1
583,0,0,93,151,122, FL,1,8,1,0,0,1,0
584,0,0,61,109,85, VA,0,16,1,0,1,1,0
585,0,0,42,79,60.5, AZ,0,18,1,0,1,1,0
586,0,0,139,221,180, CA,1,11,1,0,0,0,1
587,0,0,40,101,70.5, MO,1,18,0,0,1,0,1
588,0,0,84,153,118.5, VA,0,3,1,0,1,0,0
589,0,0,52,81,66.5, IL,0,25,1,0,0,0,0
590,0,0,81,134,107.5, MA,0,77,0,0,1,0,1
591,0,0,97,180,138.5, TX,1,10,1,0,1,0,0
592,0,0,49,113,81, MD,1,59,0,0,0,0,0
593,0,0,44,73,58.5, IL,1,95,1,0,1,0,1
594,0,0,75,140,107.5, IL,1,15,0,0,0,0,0
595,0,0,84,157,120.5, MA,1,12,0,0,0,0,0
596,0,0,40,87,63.5, CA,1,13,1,0,1,0,0
597,0,0,68,139,103.5, KY,0,145,0,0,0,0,0
598,0,0,72,142,107, CA,0,39,1,0,0,0,1
599,0,0,74,137,105.5, VA,0,-1,1,0,1,0,0
600,0,0,57,109,83, CA,1,48,0,0,0,0,0
601,0,0,121,203,162, CA,0,13,1,0,1,1,1
602,0,0,52,85,68.5, CA,1,51,1,0,1,0,1
603,0,0,81,140,110.5, OH,0,42,0,0,0,0,1
604,0,0,83,148,115.5, IA,1,-1,1,0,0,0,1
605,0,0,59,116,87.5, CA,1,26,0,0,0,0,1
606,0,0,60,101,80.5, WA,1,55,0,0,0,0,0
607,0,0,31,55,43, IA,1,28,0,0,0,0,1
608,0,0,102,178,140, MA,1,17,0,0,0,0,1
609,0,0,136,208,172, MA,0,171,0,0,0,1,0
610,0,1,110,130,120, MA,0,-1,0,0,0,0,0
611,0,0,48,85,66.5, PA,1,37,0,0,0,0,1
612,0,0,71,129,100, CA,1,26,0,0,0,0,1
613,0,0,66,123,94.5, CA,0,14,1,0,0,1,0
614,0,0,171,272,221.5, CA,1,9,1,0,0,0,1
615,0,0,92,146,119, WA,0,55,0,0,0,0,0
616,0,0,65,126,95.5, IL,1,25,1,0,0,0,0
617,0,0,150,239,194.5, IL,0,108,1,0,0,0,0
618,1,0,21,29,25, NE,0,24,0,0,0,0,0
619,1,0,10,17,13.5, TN,0,20,0,0,0,0,1
620,0,0,118,228,173, NJ,0,47,1,0,0,0,1
621,0,0,82,129,105.5, TX,1,-1,1,0,0,1,0
622,0,0,52,91,71.5, TX,1,73,1,0,0,1,1
623,0,0,47,101,74, NC,1,145,0,0,0,0,1
624,0,0,49,76,62.5, AL,0,98,0,0,0,0,1
625,0,0,43,88,65.5, NC,0,62,0,0,0,0,0
626,0,0,61,109,85, PA,1,72,1,0,0,0,0
627,0,0,113,182,147.5, MD,0,107,1,0,0,0,1
628,0,0,124,199,161.5, NJ,1,31,1,0,0,1,1
629,0,0,58,104,81, VA,1,121,0,0,0,0,1
630,0,0,52,93,72.5, PA,1,17,0,0,0,0,1
631,0,0,97,181,139, CA,1,12,1,0,0,1,1
632,0,0,100,173,136.5, CA,1,13,0,0,0,0,0
633,0,0,58,108,83, NY,1,12,1,0,1,0,1
634,0,0,81,161,121, MA,1,29,0,0,0,1,1
635,0,0,53,96,74.5, NY,1,18,1,0,1,0,0
636,0,0,61,110,85.5, CA,1,18,0,0,0,0,1
637,0,0,65,96,80.5, NC,1,145,0,0,0,0,1
638,0,0,115,220,167.5, MA,1,29,0,0,0,0,0
639,0,0,71,144,107.5, PA,1,36,1,0,0,0,0
640,0,0,32,57,44.5, WA,1,41,0,0,0,1,1
641,0,0,79,136,107.5, MD,0,131,0,0,0,0,0
642,0,1,120,145,132.5, MA,0,-1,0,0,0,0,0
643,0,0,50,89,69.5, PA,0,26,0,0,0,0,1
644,0,0,68,129,98.5, CA,0,50,1,0,1,1,0
645,0,0,48,113,80.5, MD,1,59,0,0,0,0,1
646,1,0,27,47,37, MA,1,12,0,0,0,0,1
647,0,0,74,124,99, MD,0,98,1,0,0,0,0
648,0,0,68,125,96.5, MA,1,12,0,0,0,0,1
649,0,0,39,67,53, MA,1,108,0,0,0,0,0
650,0,0,71,135,103, CA,1,9,0,0,1,1,0
651,0,0,107,172,139.5, CA,1,14,0,0,0,0,0
652,0,0,49,85,67, WA,1,55,0,0,0,0,0
653,0,0,54,71,62.5, CT,0,39,0,0,0,0,1
654,0,0,61,123,92, MD,0,107,0,0,0,0,0
655,0,0,47,85,66, NY,1,40,0,0,0,0,1
656,0,0,65,124,94.5, CA,1,7,1,0,1,1,1
657,0,0,87,141,114, NJ,1,31,1,0,0,1,1
658,0,0,56,95,75.5, NY,1,8,1,0,0,1,0
659,0,0,71,121,96, MO,0,-1,0,0,0,0,1
660,0,0,62,112,87, VA,0,66,1,0,0,0,0
661,0,0,64,108,86, MD,0,14,1,0,0,0,1
662,0,0,89,144,116.5, CA,1,8,1,0,0,0,0
663,0,0,109,200,154.5, MA,1,10,1,0,0,0,1
664,0,0,35,62,48.5, CA,1,34,0,0,0,0,1
665,0,0,61,113,87, KS,0,47,1,0,0,0,1
666,0,0,55,105,80, TX,0,18,1,0,1,0,1
667,1,0,18,25,21.5, TX,0,43,0,0,0,1,0
668,0,0,135,211,173, CA,0,81,1,0,0,0,0
669,0,0,39,66,52.5, IL,0,-1,0,0,0,0,0
670,0,0,57,80,68.5, AZ,0,23,1,0,1,0,0
671,0,0,63,127,95, MD,0,107,0,0,0,0,0
672,0,0,50,89,69.5, MA,1,62,1,0,0,0,1
673,0,0,82,132,107, OH,1,135,1,0,0,1,0
674,0,0,85,139,112, VA,0,10,1,0,1,0,0
675,0,0,72,121,96.5, DC,0,23,1,0,0,0,0
676,0,0,74,149,111.5, CA,1,-1,0,0,0,0,1
677,0,0,113,196,154.5, MA,0,239,0,0,1,1,1
678,0,0,69,121,95, NY,0,9,1,0,1,1,0
679,0,0,71,124,97.5, NY,1,13,1,0,0,0,1
680,0,0,97,160,128.5, IL,1,12,1,0,0,1,1
681,0,0,81,167,124, PA,1,36,0,0,0,0,0
682,0,0,150,238,194, CA,1,14,0,0,0,1,1
683,1,0,24,39,31.5, CO,1,54,0,0,0,0,0
684,0,0,35,65,50, UT,1,-1,0,0,0,1,1
685,0,0,77,132,104.5, NY,1,15,1,0,1,1,1
686,0,0,51,88,69.5, AZ,0,51,1,0,0,0,1
687,0,0,101,141,121, CA,1,23,1,0,0,0,0
688,0,0,59,112,85.5, NC,0,12,1,0,0,0,1
689,0,0,79,147,113, CA,0,23,1,0,1,1,1
690,0,0,79,127,103, CA,0,15,1,0,0,1,0
691,0,0,62,119,90.5, MA,0,190,0,0,0,1,0
692,0,0,119,187,153, CA,1,12,1,0,1,0,1
693,0,0,81,132,106.5, VA,0,62,1,0,1,0,1
694,0,1,120,140,130, MI,1,9,0,0,0,0,1
695,0,0,90,157,123.5, CA,1,32,0,0,0,0,1
696,0,0,63,110,86.5, NY,1,21,0,0,0,1,1
697,0,0,42,86,64, CA,1,24,0,0,0,0,0
698,0,0,32,62,47, NY,1,10,0,0,1,0,0
699,0,0,116,208,162, CA,1,38,1,0,0,0,1
700,0,0,107,173,140, MD,0,107,1,0,0,0,1
701,0,0,65,113,89, WA,0,-1,0,0,0,0,0
702,0,0,69,127,98, TN,1,62,1,0,0,0,0
703,0,0,102,172,137, NY,0,107,1,0,0,0,0
704,0,0,74,124,99, CO,1,105,1,0,0,1,0
705,0,0,40,68,54, WI,1,56,0,0,0,0,0
706,0,0,76,142,109, TN,0,16,0,0,0,1,1
707,0,0,76,142,109, MD,0,21,0,0,0,1,0
708,0,0,108,171,139.5, MA,1,36,1,0,0,0,0
709,0,0,202,306,254, IL,0,108,1,0,0,0,0
710,0,0,91,159,125, NY,1,45,1,0,0,1,1
711,0,0,80,133,106.5, MA,0,24,1,0,0,0,0
712,1,0,21,34,27.5, DE,0,85,0,0,0,0,0
713,0,0,49,97,73, CA,0,8,0,0,0,0,0
714,0,0,49,113,81, MD,1,59,0,0,0,0,1
715,0,0,96,161,128.5, PA,0,-1,1,0,1,1,0
716,0,0,65,134,99.5, NC,1,145,0,0,0,0,1
717,0,0,59,125,92, CA,0,14,0,0,0,1,1
718,0,0,32,59,45.5, OH,1,31,0,0,0,0,0
719,0,0,87,158,122.5, IN,1,24,1,0,1,1,0
720,0,0,27,48,37.5, FL,1,43,0,0,0,0,1
721,0,0,39,69,54, MA,1,168,0,0,0,0,0
722,0,0,36,71,53.5, NY,1,18,1,0,0,0,1
723,0,0,107,173,140, IL,1,52,1,0,0,0,1
724,0,0,56,99,77.5, VA,0,62,0,0,0,0,0
725,1,1,25,28,26.5, MA,1,44,0,0,0,0,1
726,0,0,80,155,117.5, NC,1,145,0,0,0,0,1
727,0,0,43,98,70.5, CA,1,14,0,0,0,0,0
728,0,0,45,78,61.5, CA,1,9,0,0,0,0,1
729,0,0,50,110,80, GA,0,5,0,0,0,0,1
730,0,0,44,96,70, NY,0,5,0,0,0,0,1
731,0,1,100,140,120, MA,0,-1,0,0,0,0,1
732,0,0,61,119,90, MA,1,32,0,0,1,0,1
733,0,0,80,142,111, CA,1,13,1,0,0,1,1
734,0,0,99,178,138.5, CA,1,12,1,0,0,0,0
735,0,0,37,100,68.5, MA,0,169,0,0,0,0,1
736,0,0,62,113,87.5, CA,1,9,1,0,0,1,1
737,0,0,86,137,111.5, PA,0,3,0,0,0,0,0
738,0,0,58,111,84.5, MA,0,190,0,0,0,1,0
739,0,0,72,133,102.5, TN,0,14,1,0,1,1,0
740,0,0,56,91,73.5, PA,1,36,0,0,0,0,1
741,0,0,95,160,127.5, PA,0,-1,0,0,0,0,1
742,0,0,61,126,93.5, OH,0,53,1,0,0,0,0